DocID,DOI,ItemType,PublicationYear,Author,Title,PublicationTitle,Abstract,Notes,Psychology_Keywords,Philosophy_Keywords,Biology_Keywords,Medicine_Keywords,Max_Score,Second_Score,Difference,N_Max,AutomatedAssignment,Tie,Low_Confidence,AutomatedAssignment_Revision,Field,ReasonCorrection,ReasonCorrection_Standard
170,10.1016/b978-0-444-64029-1.00001-1,BookChapter,2019,"Scher, Mark S.",Fetal neurology: Principles and practice with a life-course perspective.,Handbook of Clinical Neurology,"Clinical service, educational, and research components of a fetal/neonatal neurology program are anchored by the disciplines of developmental origins of health and disease and life-course science as programmatic principles. Prenatal participation provides perspectives on maternal, fetal, and placental contributions to health or disease for fetal and subsequent neonatal neurologyconsultations. This program also provides an early-life diagnostic perspective for neurologic specialties concerned with brain health and disease throughout childhood and adulthood. Animal models and birth cohort studies have demonstrated how the science of epigenetics helps to understand gene–environment interactions to better predict brain health or disease. Fetal neurology consultations provide important diagnostic contributions during critical or sensitive periods of brain development when future neurotherapeutic interventions will maximize adaptive neuroplasticity. Age-specific normative neuroinformatics databases that employ computer-based strategies to integrate clinical/demographic, neuroimaging, neurophysiologic, and genetic datasets will more accurately identify either symptomatic patients or those at risk for brain disorders who would benefit from preventive, rescue, or reparative treatment choices throughout the life span.","About a theoretical framework for fetal neurology, stressing its importance",1,2,0,27,27,2,25,1,Medicine,0,0,Medicine,Medicine,,
171,10.1007/s13752-020-00352-9,JournalArticle,2020,"Balari, Sergio; Lorenzo, Guillermo; Sultan, Sonia E.",Language Acquisition and EcoDevo Processes: The Case of the Lexicon-Syntax Interface,Biological Theory,"Ecological developmental biology (EcoDevo) considers the phenotype as actively produced through an environmentally informed process of individual development, rather than predetermined by the genotype. Accordingly, the genotype is viewed as one among many interactants that contribute formative elements; it is understood to do so no differently from the way other organism-internal and environmental resources do. Although the EcoDevo approach is evidently particularly apt to inform approaches to human development, which mostly takes shape in rich cultural environments, it is remarkable that, at least within some highly influential circles of the linguistic sciences, the study of many distinctive human cognitive traits including language remains strongly anchored to a preformationist stance. This article brings an EcoDevo approach to the biologically focused study of language to argue that an aspect of language design commonly assumed to be “blueprinted,” namely, the lexicon-syntax interface, may instead be explained as a plastic effect of ongoing developmental processes in the mind of the child, in which designated aspects of the environment fulfill a key constructive role.",About developing a eco-devo framework for understanding human language,3,1,14,0,14,3,11,1,Biology,0,0,Biology,Biology,,
172,10.1016/bs.irn.2020.08.002,JournalArticle,2020,"Gatta, Eleonora; Saudagar, Vikram; Auta, James; Grayson, Dennis R.; Guidotti, Alessandro",Epigenetic landscape of stress surfeit disorders: Key role for DNA methylation dynamics.,International Review of Neurobiology,"Chronic exposure to stress throughout lifespan alters brain structure and function, inducing a maladaptive response to environmental stimuli, that can contribute to the development of a pathological phenotype. Studies have shown that hypothalamic-pituitary-adrenal (HPA) axis dysfunction is associated with various neuropsychiatric disorders, including major depressive, alcohol use and post-traumatic stress disorders. Downstream actors of the HPA axis, glucocorticoids are critical mediators of the stress response and exert their function through specific receptors, i.e., the glucocorticoid receptor (GR), highly expressed in stress/reward-integrative pathways. GRs are ligand-activated transcription factors that recruit epigenetic actors to regulate gene expression via DNA methylation, altering chromatin structure and thus shaping the response to stress. The dynamic interplay between stress response and epigenetic modifiers suggest DNA methylation plays a key role in the development of stress surfeit disorders.",About the role of enviromental factors throughout development in the emergence of neuropsychiatric diseases,0,0,1,19,19,1,18,1,Medicine,0,0,Medicine,Medicine,,
173,10.1007/s13752-020-00351-w,JournalArticle,2020,"Haidle, Miriam Noël; Schlaudt, Oliver",Where Does Cumulative Culture Begin? A Plea for a Sociologically Informed Perspective,Biological Theory,"Recent field studies have broadened our view on cultural performances in animals. This has consequences for the concept of cumulative culture. Here, we deconstruct the common individualist and differential approaches to culture. Individualistic approaches to the study of cultural evolution are shown to be problematic, because culture cannot be reduced to factors on the micro level of individual behavior (methodological individualism, “atomism”) but possesses a dynamic that only occurs on the group level and profoundly affects the individuals (“holism”). Naive individuals, as a prerequisite of an atomistic perspective, do not exist. We address the construction of a social approach to (cumulative) culture by introducing an inevitable social embedding of the individual development of social beings. The sociological notion of “habitus” as embodied cultural capital permits us to understand social transmission of behavioral components on a very basic level, resulting in a cumulative effect. Bits of information, movement, handling of material, attitudes, and preferences below distinct functional units are acquired through transfer mechanisms simpler than emulation and imitation such as peering, participation, co-performance, or engagement with a material environment altered by group members. The search for a zero point of cumulative culture becomes as useless as the search for a zero point of culture. Culture is cumulative.","About clarifying the scope and framing of culture, and particularly cummulative culture",4,1,3,0,4,3,1,1,Psychology,0,1,Ambiguous_Close,Psychology,"The journal is philosophical but the topic psychological, so the automated assignment was prioritized",Journal from assigned field
174,10.1111/mila.12330,JournalArticle,2020,"Constant, Axel; Clark, Andrew G.; Kirchhoff, Michael D.; Friston, Karl J.",Extended active inference: Constructing predictive cognition beyond skulls,Mind & Language,"Cognitive niche construction is construed as a form of instrumental intelligence, whereby organisms create and maintain cause–effect models of their niche as guides for fitness influencing behavior. Extended mind theory claims that cognitive processes extend beyond the brain to include predictable states of the world – that function as cognitive extensions to support the performance of certain cognitive tasks. Predictive processing in cognitive science assumes that organisms (and their brains) embody predictive models of the world that are leveraged to guide adaptive behavior. On that view, standard cognitive functions – such as action, perception and learning – are geared towards the optimization of the organism’s predictive (i.e., generative) models of the world. Recent developments in predictive processing – known as active inference – suggest that niche construction is an emergent strategy for optimizing generative models. In this paper, based on the active inference formulation of niche construction, we first argue that cognitive niche construction can be studied as a cognitive function. Second, we argue that under the lens of active inference, cognitive niche construction can be viewed as a process of constructing, optimizing, and leveraging cognitive extensions; what we call extended active inference.",About the relationship between niche construction and the free-energy principle,24,0,7,0,24,7,17,1,Psychology,0,0,Psychology,Psychology,,
175,10.3389/fpsyg.2020.01285,JournalArticle,2020,"Corris, Amanda",Defining the Environment in Organism-Environment Systems.,Frontiers in Psychology,"Enactivism and ecological psychology converge on the relevance of the environment in understanding perception and action. On both views, perceiving organisms are not merely passive receivers of environmental stimuli, but rather form a dynamic relationship with their environments in such a way that shapes how they interact with the world. In this paper, I suggest that while enactivism and ecological psychology enjoy a shared specification of the environment as the cognitive domain, on both accounts, the structure of the environment, itself, is unspecified beyond that of contingent relations with the species-typical sensorimotor capacities of perceiving organisms. This lack of specification creates a considerable gap in theory regarding the organization of organisms as coupled with their environments. I argue that this gap can be filled by drawing from resources in developmental systems theory, namely, specifying the environmental state-space as a developmental niche that shapes and is shaped by individual organisms over developmental and, on a population scale, evolutionary time. Defining the environment as an organism's developmental niche makes it clearer how and why certain contingencies have arisen, in turn, strengthening a joint appeal to both enactivism and ecological psychology as theories asserting complementarity between organisms and their environments.",About bringing developmental systems theory into ecological psychology,14,4,9,0,14,9,5,1,Psychology,0,0,Psychology,Psychology,,
176,10.1002/jez.b.23023,JournalArticle,2020,"Vargas, Alexander O.; Botelho, João Francisco; Mpodozis, Jorge",The evolutionary consequences of epigenesis and neutral change: A conceptual approach at the organismal level,"Journal of Experimental Zoology. Part B, Molecular and Developmental Evolution","Living beings are autopoietic systems with highly context-dependent structural dynamics and interactions, that determine whether a disturbance in the genotype or environment will lead or not to phenotypic change. The concept of epigenesis entails how a change in the phenotype may not correspond to a change in the structure of an earlier developmental stage, including the genome. Disturbances of embryonic structure may fail to change the phenotype, as in regulated development, or when different genotypes are associated to a single phenotype. Likewise, the same genotype or early embryonic structure may develop different phenotypes, as in phenotypic plasticity. Disturbances that fail to trigger phenotypic change are considered neutral, but even so, they can alter unexpressed developmental potential. Here, we present conceptual diagrams of the “epigenic field”: similar to Waddington's epigenetic landscapes, but including the ontogenic niche (organism/environment interactional dynamics during ontogeny) as a factor in defining epigenic fields, rather than just selecting among possible pathways. Our diagrams illustrate transgenerational changes of genotype, ontogenic niche, and their correspondence (or lack thereof) with changes of phenotype. Epigenic fields provide a simple way to understand developmental constraints on evolution, for instance: how constraints evolve as a result of developmental system drift; how neutral changes can be involved in genetic assimilation and de-assimilation; and how constraints can evolve as a result of neutral changes in the ontogenic niche (not only the genotype). We argue that evolutionary thinking can benefit from a framework for evolution with conceptual foundations at the organismal level.",About adding the ontogenetic niche to the epigenetic landscape to build a framework for understanding organisms,0,8,24,0,24,8,16,1,Biology,0,0,Biology,Biology,,
177,10.1017/s0954579420001017,JournalArticle,2020,"Beam, Christopher R.; Pezzoli, Patrizia; Mendle, Jane; Burt, S. Alexandra; Neale, Michael C.; Boker, Steven M.; Keel, Pamela K.; Klump, Kelly L.",How nonshared environmental factors come to correlate with heredity.,Development and Psychopathology,"Conventional longitudinal behavioral genetic models estimate the relative contribution of genetic and environmental factors to stability and change of traits and behaviors. Longitudinal models rarely explain the processes that generate observed differences between genetically and socially related individuals. We propose that exchanges between individuals and their environments (i.e., phenotype-environment effects) can explain the emergence of observed differences over time. Phenotype-environment models, however, would require violation of the independence assumption of standard behavioral genetic models; that is, uncorrelated genetic and environmental factors. We review how specification of phenotype-environment effects contributes to understanding observed changes in genetic variability over time and longitudinal correlations among nonshared environmental factors. We then provide an example using 30 days of positive and negative affect scores from an all-female sample of twins. Results demonstrate that the phenotype-environment effects explain how heritability estimates fluctuate as well as how nonshared environmental factors persist over time. We discuss possible mechanisms underlying change in gene-environment correlation over time, the advantages and challenges of including gene-environment correlation in longitudinal twin models, and recommendations for future research.",About limitations in longitudinal studies of behavioral genetics and how to solve them,1,1,5,0,5,1,4,1,Biology,0,0,Biology,Biology,,
178,10.1177/1059712320943623,JournalArticle,2020,"Mosley, Hannah",Primate tool use and the socio-ecology of thinging: how non-humans think through tools,Adaptive Behavior,"While ecological psychology and embodied approaches to cognition have gained traction within the literature on non-human primate tool use, a fear of making assumptions on behalf of animal minds means that their application has been conservative, often retaining the methodological individualism of the cognitivist approach. As a result, primate models for technical and cognitive evolution, rooted in the teleological functionalism of the Neo-Darwinist approach, reduce tool use to the unit of the individual, conflating technology with technique and physical cognition with problem-solving computations of energetic efficiency. This article attempts, through the application of material engagement theory, to explore non-human primate technology as a non-individualistic phenomenon in which technique is co-constructed through the ontogenetic development of skill within a dynamic system of structured action affordances and material interactions which constitute an emergent, species-specific mode of technical cognition.",About taking ecological psychology seriously in the field of primate tool use,14,1,5,0,14,5,9,1,Psychology,0,0,Psychology,Psychology,,
179,10.1007/s13752-020-00348-5,JournalArticle,2020,"Pontarotti, Gaëlle",Environmental Inheritance: Conceptual Ambiguities and Theoretical Issues,Biological Theory,"The concept of biological inheritance has recently been extended so as to integrate, among other elements, parts of organisms’ environments. The literature refers to the trans-generational reconstruction of these parts in terms of environmental or ecological inheritance. This article’s main objective is to clarify the different meanings of ""environmental inheritance,"" to underline so far unnoticed theoretical difficulties associated to this polysemous notion and to consequently argue that inheritance, even when extended, should be theoretically distinguished from trans-generational environmental stability. After disentangling the different meanings of environmental inheritance, I underline that studies dealing with this concept place themselves in the wake of earlier contributions about biological environment and elaborate on the role of organisms in the determination of their relevant developmental and selective surroundings. This leads me to question the legitimacy of the category shift operated by niche inheritance proponents—from environment to inheritance—and to explain why the very concept of inherited environment shows important and so far unnoticed theoretical limitations (theoretical redundancy and theoretical inconsistency). In this context, I assert the necessity to distinguish two related but different research programs: the construction of a finer-grained theory of environment and the elaboration of an extended theory of inheritance.",About clarifying the meaning of environmental inheritance,0,10,19,0,19,10,9,1,Biology,0,0,Biology,Philosophy,Philosophy author and topic,Author from different field; Content from different field
180,10.1007/s10539-021-09782-6,JournalArticle,2021,"Fabry, Regina E.","Limiting the explanatory scope of extended active inference: the implications of a causal pattern analysis of selective niche construction, developmental niche construction, and organism-niche coordination dynamics",Biology & Philosophy,"Research in evolutionary biology and philosophy of biology and cognition strongly suggests that human organisms modify their environment through active processes of niche construction. Recently, proponents of the free-energy principle and variational active inference have argued that their approach can deepen our understanding of the reciprocal causal relationship between organisms and their niche on various scales. This paper examines the feasibility and scope of variational formalisations and conceptualisations of the organism-niche nexus with a particular focus on the extended active inference account. I will draw a conceptual distinction between selective niche construction, developmental niche construction, and organism-niche coordination dynamics and argue that these notions capture different causal patterns, each of which with a distinct scope. Against this background, I will analyse and discuss the extended active inference account and its strategy to integrate variational active inference with work on extended cognition. The proponents of extended active inference assume that their account can provide an explanation of selective niche construction, developmental niche construction, and organism-niche coordination dynamics. However, my key claim will be that this account has the potential to elucidate the workings of organism-niche coordination dynamics, but does not adequately capture the causal patterns of selective niche construction and developmental niche construction.",About assessing prospects of integrating niche construction with the free-energy principle,4,8,17,0,17,8,9,1,Biology,0,0,Biology,Philosophy,Philosophy journal and topic,Journal from different field; Content from different field
181,10.1007/s12110-021-09414-8,JournalArticle,2021,"Konner, Melvin",Nine Levels of Explanation: A Proposed Expansion of Tinbergen's Four-Level Framework for Understanding the Causes of Behavior,Human Nature,"Tinbergen's classic ""On Aims and Methods of Ethology"" (Zeitschrift fur Tierpsychologie, 20, 1963) proposed four levels of explanation of behavior, which he thought would soon apply to humans. This paper discusses the need for multilevel explanation; Huxley and Mayr's prior models, and others that followed; Tinbergen's differences with Lorenz on ""the innate""; and Mayr's ultimate/proximate distinction. It synthesizes these approaches with nine levels of explanation in three categories: phylogeny, natural selection, and genomics (ultimate causes); maturation, sensitive period effects, and routine environmental effects (intermediate causes); and hormonal/metabolic processes, neural circuitry, and eliciting stimuli (proximate causes), as a respectful extension of Tinbergen's levels. The proposed classification supports and builds on Tinbergen's multilevel model and Mayr's ultimate/proximate continuum, adding intermediate causes in accord with Tinbergen's emphasis on ontogeny. It requires no modification of Standard Evolutionary Theory or The Modern Synthesis, but shows that much that critics claim was missing was in fact part of Neo-Darwinian theory (so named by J. Mark Baldwin in The American Naturalist in 1896) all along, notably reciprocal causation in ontogeny, niche construction, cultural evolution, and multilevel selection. Updates of classical examples in ethology are offered at each of the nine levels, including the neuroethological and genomic findings Tinbergen foresaw. Finally, human examples are supplied at each level, fulfilling his hope of human applications as part of the biology of behavior. This broad ethological framework empowers us to explain human behavior-eventually completely-and vindicates the idea of human nature, and of humans as a part of nature.",About extending Tinbergen's classification of causes in ethology,0,6,14,0,14,6,8,1,Biology,0,0,Biology,Biology,,
182,10.1016/bs.dnb.2021.03.002,BookChapter,2021,"Salles, Arleen",Humanness: Some neuroethical reflections,Developments in Neuroethics and Bioethics,"Neuroscience research is expected to further our understanding of humans. Such knowledge might make an impact on some ingrained beliefs about what humans are and invite reconsideration of ethical and legal categories that tend to draw a sharp line between humans and living and non-living non-humans and the legal protections each deserves. Moreover, the convergence of neuroscience and technology leads to the development and applications of neurotechnology to alleviate diseases and even enhance the human brain. Some neurotechnological applications, it is often suggested, could have an impact on humanness in general and on the identity and personhood of specific individuals in particular and that this calls for legal responses. A lively debate regarding the ethical implications of neurotechnologies on personal identity and authenticity has taken a prominent place within neuroethics. Less has been written on what is the “humanness” that some people suggest might be altered by some neurotechnological applications. In this chapter, I focus on this issue. First, I provide some conceptual distinctions and outline how “humanness” has typically been addressed. Next, I outline current neuroscientific research that gives support to the view that the constant and multifactorial human bio-cultural interplay that enables high level behavioral and cognitive features might be paramount in what humans are. Finally, I advance some implications for the ethical and legal discussion.",About the ethical challenges neurosciences and neurotechnologies raise,2,1,0,1,2,1,1,1,Psychology,0,1,Ambiguous_Close,Philosophy,Philosophy topic,Content from different field
183,10.1111/desc.13122,JournalArticle,2021,"Mendoza, Jennifer K.; Fausey, Caitlin M.",Everyday music in infancy.,Developmental Science,"Infants enculturate to their soundscape over the first year of life, yet theories of how they do so rarely make contact with details about the sounds available in everyday life. Here, we report on properties of a ubiquitous early ecology in which foundational skills get built: music. We captured daylong recordings from 35 infants ages 6-12 months at home and fully double-coded 467 h of everyday sounds for music and its features, tunes, and voices. Analyses of this first-of-its-kind corpus revealed two distributional properties of infants' everyday musical ecology. First, infants encountered vocal music in over half, and instrumental in over three-quarters, of everyday music. Live sources generated one-third, and recorded sources three-quarters, of everyday music. Second, infants did not encounter each individual tune and voice in their day equally often. Instead, the most available identity cumulated to many more seconds of the day than would be expected under a uniform distribution. These properties of everyday music in human infancy are different from what is discoverable in environments highly constrained by context (e.g., laboratories) and time (e.g., minutes rather than hours). Together with recent insights about the everyday motor, language, and visual ecologies of infancy, these findings reinforce an emerging priority to build theories of development that address the opportunities and challenges of real input encountered by real learners.",About the development of musicality in children,10,0,6,0,10,6,4,1,Psychology,0,0,Psychology,Psychology,,
184,10.1002/dev.22262,JournalArticle,2022,"Kohn, Gregory M; Nugent, M Ryan; Dail, Xzavier",Juvenile Gouldian finches (Erythrura gouldiae) form sibling subgroups during social integration.,Developmental Psychobiology,"The formation of social relationships in complex groups is critical in shaping patterns of social organization and behavioral development. In many birds, young individuals remain dependent on their parents for extended periods but must abruptly transition to navigating interactions in the wider group after independence. While lack of social relationships during this period is detrimental in the development of later social skills, little is known about the social relationships juveniles form after independence in many bird species. In this study, we describe patterns of social interactions in juvenile Gouldian finches (Erythrura gouldiae) during transitions from family groups into flocks of unfamiliar individuals. Twenty juveniles from four families were introduced into two flocks. After introductions, juveniles showed a gradient of approach rates with most approaches directed toward siblings, followed by juvenile peers, adult females, and lastly adult males. Significant preferences for siblings resulted in the emergence of sibling subgroups within the larger social network. This intentional self-assortment of siblings suggests that sibling subgroups are an important bridge linking social connections within the family and the wider group. Such findings suggests that sibling relationships have a critical role in the socialization after independence, as well as structuring the social organization of Gouldian finch flocks.",About the development of social dynamics and preferences in birds,12,0,0,0,12,0,12,1,Psychology,0,0,Psychology,Psychology,,
185,10.1017/9781108399838.036,BookChapter,2022,"Oudeyer, Pierre-Yves",Curiosity-Driven Learning in Development,The Cambridge Handbook of Cognitive Development,"The timing and ordering of learning experience play a critical role in developmental processes. To make sense and learn skills out of the initial “buzzy blooming confusion,” multiple mechanisms interact to canalize the infant through such ordered and progressively more complex learning experiences, harnessing the complexity of the world.",About learning in infancy,9,0,0,0,9,0,9,1,Psychology,0,0,Psychology,Psychology,,
186,10.3389/fpsyg.2022.762018,JournalArticle,2022,"Wojcik, Erica H; Lassman, Daniel J; Vuvan, Dominique T",Using a Developmental-Ecological Approach to Understand the Relation Between Language and Music.,Frontiers in Psychology,"Neurocognitive and genetic approaches have made progress in understanding language-music interaction in the adult brain. Although there is broad agreement that learning processes affect how we represent, comprehend, and produce language and music, there is little understanding of the content and dynamics of the early language-music environment in the first years of life. A developmental-ecological approach sees learning and development as fundamentally embedded in a child's environment, and thus requires researchers to move outside of the lab to understand what children are seeing, hearing, and doing in their daily lives. In this paper, after first reviewing the limitations of traditional developmental approaches to understanding language-music interaction, we describe how a developmental-ecological approach can not only inform developmental theories of language-music learning, but also address challenges inherent to neurocognitive and genetic approaches. We then make suggestions for how researchers can best use the developmental-ecological approach to understand the similarities, differences, and co-occurrences in early music and language input.",About a development-centered and ecological approach to language and music,7,0,2,0,7,2,5,1,Psychology,0,0,Psychology,Psychology,,
187,10.1177/01622439221088646,JournalArticle,2022,"van Wichelen, Sonja; Keaney, Jaya",The Reproductive Bodies of Postgenomics,"Science, Technology, & Human Values","In this Introduction, we present a collection of articles under the topic “the reproductive bodies of postgenomics.” Through individual and collective research, the articles explore—sociologically, ethnographically, and philosophically—how bioscience in the postgenomic age is changing our understanding of reproductive bodies, and more broadly, how it is challenging existing ideas of heredity, embodiment, kinship, and identity. Feminist and postcolonial theories of technoscience are at the heart of this collection, and our aim is to further biosocial thinking while being cognizant that practices of postgenomics also continue to reproduce deterministic paradigms. The concepts of “knowledge,” “experience,” and “justice” form the reference points animating our investigations. We bring these concepts into conversation with one another to disentangle how postgenomics operate differently on the reproductive body, namely on the levels of practice, discourse, and norms. This is an important exercise as it will enable social science and humanities scholars to evaluate the political capacities of postgenomics for the future study of reproduction.",About the impact of postgenomics on our conception of reproductive bodies,1,5,1,0,5,1,4,1,Philosophy,0,0,Philosophy,Philosophy,,
188,10.1080/09515089.2023.2237065,JournalArticle,2023,"de Carvalho, Felipe Nogueira; Krueger, Joel",Biases in niche construction,Philosophical Psychology,"Niche construction theory highlights the active role of organisms in modifying their environment. A subset of these modifications is the developmental niche, which concerns ecological, epistemic, social and symbolic legacies inherited by organisms as resources that scaffold their developmental processes. Since in this theory development is a situated process that takes place in a culturally structured environment, we may reasonably ask if implicit cultural biases may, in some cases, be responsible for maladaptive developmental niches. In this paper we wish to argue for an affirmative answer. In order to do so, we first propose to conceptualize implicit bias as embodied perceptual habits, and then proceed to show that these habits are at least partially responsible for maladaptive developmental niches of children with Down syndrome and autism. With this framework we thus hope to bring together two fields of research that haven't been explicitly connected: implicit bias and niche construction theory. Linking these two theories may bring benefits both to implicit bias researchers, who can extend this concept to characterize other sets of processes as biased, as well as to niche construction theorists, who will have a useful theoretical tool to diagnose maladaptive features of niches brought about by sociocultural biases.",About conceiving prejudices as a kind of intellectual niche construction,5,7,8,1,8,7,1,1,Biology,0,1,Ambiguous_Close,Philosophy,Philosophical topic and  publication,Journal from different field; Content from different field
189,10.1016/j.pbiomolbio.2023.01.003,JournalArticle,2023,"Moore, David S; Lickliter, Robert",Development as explanation: Understanding phenotypic stability and variability after the failure of genetic determinism.,Progress in Biophysics and Molecular Biology,"In the predominately gene-centered view of 20th century biology, the relationship between genotype and phenotype was essentially a relationship between cause and effect, between a plan and a product. Abandoning the idea of genes as inherited instructions or blueprints for phenotypes raises the question of how to best account for observed phenotypic stability and variability within and across generations of a population. We argue that the processes responsible for phenotypic stability and the processes responsible for phenotypic variability are one and the same, namely, the dynamics of development. This argument proposes that stability of phenotypic form is found not because of the transmission of genotypes, genetic programs, or the transfer of internal blueprints, but because similar internal and external conditions-collectively conceptualized as resources of development-can be reliably reconstituted in each generation. Variability of phenotypic form, which is an indispensable feature of any evolving system, relies on these same resources, but because the internal and external conditions of development are not reconstituted identically in succeeding generations, these conditions-and the phenotypes to which they give rise-will always be characterized by at least some variability.",About developing a development-centered view of phenotypic stability and variation,0,2,19,0,19,2,17,1,Biology,0,0,Biology,Biology,,
190,10.1007/s11098-023-02024-3,JournalArticle,2023,"Coninx, Sabrina",The dark side of niche construction,Philosophical Studies,"Niche construction denotes the alteration, destruction, or creation of environmental features through the activities of an organism, modifying the relation between organism and environment. The concept of niche construction found application in various fields of research: evolutionary biology, enculturation, ontogenetic development, and local organism-environment coordination. This is because it provides a useful tool emphasizing different aspects of the dynamic interplay between organisms and their actively constructed environment. Traditionally, niche construction is considered a positive mechanism in the complementarity of organism and environment. In contrast, this paper sheds light on the dark side of niche construction, that is, the different manners in which organisms may modify environmental features that are in some way or another harmful to them. First, the paper introduces a paradigmatic distinction of four kinds of niche construction as commonly addressed in recent literature, using more or less extended spatio-temporal scales as the distinguishing feature. Second, the paper elaborates on the concept of negative niche construction, providing normative criteria of (mal)adaptation that are suitable for the evaluation of environmental alterations, given the chosen spatio-temporal scale. Of particular interest are inter-scale conflicts: those cases of environmental constructions which appear adaptive concerning one spatio-temporal scale but maladaptive concerning another. Third, the paper distinguishes the concept of niche construction as a valuable instrument to better understand central aspects of modern medicine and the entangled contribution of evolutionary, socio-cultural, personal, and situational aspects to different health issues, using chronic pain as an illustrative case study.",About detrimental kinds of niche construction,0,5,14,2,14,5,9,1,Biology,0,0,Biology,Philosophy,Philosophy journal,Journal from different field; Content from different field
191,10.1007/978-3-031-28432-8_7,BookChapter,2023,"Pontarotti, Gaëlle; Merlin, Francesca",From Exposome to Pathogenic Niche. Looking for an Operational Account of the Environment in Health Studies,Integrative Approaches in Environmental Health and Exposome Research,"In this chapter, we focus on some conceptual and pragmatic issues attached to the notion of exposome, which has been thought as a tool, complementary to the genome, allowing for a better, more exhaustive and more scientific characterization of environmental determinants of chronic diseases (Wild 2005; cf. Miller, 2021). First, we argue that, as far as the exposome is defined as anything that is not genetic, thus appearing as a catch-all concept, it comes to be the environment of the genes, and induces the odd disappearance of the (populations of) organisms from the medical discourse. Second, we claim that philosophy of biology studies on the concept of environment provides two useful lessons to think about what we call a relevant “pathogenic environment”. (1) An environment is always thought with reference to the entity that it surrounds, and that it is determined by this entity at some specific scales, appearing as a constructed niche (ontological dependence). (2) A scientifically relevant environment only includes objects that matter for the questions that scientists want to address (epistemological dependence). Seriously taking these lessons into account, we argue that the environment should rather be conceived as a pathogenic niche, epistemologically shaped by the physicians’ questions, and ontologically determined by the population that inhabits it.",About developing a philosophy of the exposome,0,11,2,3,11,3,8,1,Philosophy,0,0,Philosophy,Philosophy,,
192,10.1038/s41598-024-66988-w,JournalArticle,2024,"Ham, Jackson R; Pellis, Sergio M",Play partner preferences among groups of unfamiliar juvenile male rats.,Scientific Reports,"Like many mammals, as juveniles, rats engage in play fighting, which in the laboratory is typically studied in dyads, and consequently, it is the researcher who determines a rat's play partner. In real-life conditions, a rat would have many partners with whom to play. In a previous study, we found that rats do prefer to play with some individuals more than others, and surprisingly, when given the choice, unfamiliar partners are preferred to familiar ones. In this study, we assessed partner choice when all the available partners are strangers. Eight groups of six unfamiliar juvenile male rats were observed for 10 min play trials. One of the six in each group was selected as the 'focal' rat and his play towards, and received by, the others were scored. Social networks revealed that five of the eight groups formed preferences, with preferred partners also engaging in more play with the focal rat. The mechanism by which these preferences were formed remains to be determined, but it seems that there are individual differences, potentially in the amount and style of play, that allow an individual to select the most suitable partner from a group of strangers.",About the development of play behavior in rats,1,0,0,0,1,0,1,1,Psychology,0,1,Ambiguous_Close,Psychology,Mix between biology and psychology; I follow the automatic assignment,Content from assigned field
193,10.24310/contrastes.29.3.2024.20226,JournalArticle,2024,"Claramonte Sanz, Vicente; Guarinos Rico, Rodolfo",A Damasian Philosophy of Biology?,Contrastes. Revista Internacional de Filosofía,"The Damasian concept of emotion and the self fits within the emotivist tradition, viewing mind and reason as embodied realities linked to the body and its social and natural interactions. Emotion, for Damásio, creates the context for reason to operate effectively, aligning with anti-Cartesian ideas. Due to the role of emotions, this may be used to suggest that living beings are not just skin-bound entities but processes integrating body and environment. Therefore, we examine both his relevance to contemporary philosophy of mind and self, and his possible contribution to naturalized metaphysics, particularly within Developmental Systems Theory.",About Damasio's conception of biology,5,8,4,0,8,5,3,1,Philosophy,0,0,Philosophy,Philosophy,Philosophy author and publication,Journal from assigned field; Author from assigned field
194,10.1080/09515089.2024.2360132,JournalArticle,2024,"Cadena-Alvear, Itzel; Gastelum-Vargas, Melina",Examining behavioral settings and affordative space for the case of autism spectrum conditions in embodied cognition,Philosophical Psychology,"The aim of the paper is to deepen into a theoretical account on the role of behavioral settings and relational affordative space and how this perspective can be used to reconceptualize various human cognitive developmental trajectories and conditions. In the course of this theoretical work, we want to contribute in rethinking developmental trajectories based on the role of behavioral settings and relational affordances from an embodied perspective. Behavioral settings emerge from joint actions in conjunction with the affordances available. These affordances will have multiple levels and kinds of meanings for the organism which is why we need to distinguish between the general affordances for a form of life and the particular affordances for particular agents that are generated through sensorimotor interactions. We propose to apply this theoretical frame in different developmental conditions, taking as a leading example the Autistic Spectrum, extending it to other lived experiences of other groups marginalized by “normative behavioral settings” – and the ensuing ethical concerns.",About an ecological psychology approach to autism,9,5,2,0,9,5,4,1,Psychology,0,0,Psychology,Philosophy,Philosophy journal,Journal from different field
